Kismat Konnection,2008,145 min,"Comedie Drama International ","A man finds his lucky charm in the form of a woman whom he had once clashed with on every level, but on whose presence he must now rely to succeed."
Kurbaan'Silva,2009,147 min,"International Thrillers","When a young Indian couple moves to the American suburb they are shocked to discover that they've become enmeshed in a secret terrorist plot."
Lock,2016,90 min,"Drama International ","A disillusioned rickshaw driver in Punjab dreams of moving to Dubai, but his plan to butter up his would-be benefactor goes horribly wrong."
Luv Shuv Tey Chicken Khurana,2012,129 min,"Comedie International Romantic ","Fleeing London to evade a gangland debt collector, Omi Khurana returns to his native village in India, passing himself off as a successful lawyer."
Manje Bistre Deo,2017,136 min,"Comedie Drama International ","While prepping for a family wedding, a young man falls for his sister’s friend, who has already been promised to someone else."
Muran,2011,134 min,"Action & Adventure, International ","When jingle composer Nanda's car breaks down on his way to Chennai, he hitchhikes there with Arjun, who tries to rope Nanda into a shady deal."
My Friend Pinto,2011,100 min,"Comedie International Sci-Fi & Fantasy",A bright-eyed villager comes face-to-face with the gritty realities of modern-day Mumbai when he sets out to find his childhood friend.
Nasha,2013,115 min,"Drama International Romantic ","A teenage boy becomes smitten with his new drama teacher and pursues her, despite the perilous risks of being found out."
Needhi Singh,2016,103 min,"Action & Adventure, Drama International ","When her friend’s rapist evades punishment from the law, a determined young woman takes revenge into her own hands in this story based on real events."
Phantom,2015,129 min,"Action & Adventure, International ",India's primary intelligence agency sends an enigmatic operative on a top-secret mission to avenge the 11/26 terrorist attack on Mumbai.
Pizza,2014,102 min,"Horror International Movie Thrillers",A pizza delivery boy who doesn't believe in the supernatural is forced to confront his convictions after being trapped in a house on his route.
Sat Shri Akaal England,2017,127 min,"Comedie Drama International ","After several failed attempts to obtain a visa, a man desperate to escape Punjab pays a British woman to marry him so he can move to England."
Tiger Pannu,2016,130 min,"Action & Adventure, Drama International ","Imprisoned for drug smuggling as a child, a young man uses the law he studied while in jail to take revenge on those who wronged him."
Wake Up Sid,2009,132 min,"Comedie International Romantic ",A spoiled trust fund brat finds himself stuck in a rut of meaningless late-night parties – until he meets a significantly older woman and writer.
Zindagi Kitni Haseen Hay,2016,126 min,"Drama International Romantic ","Two young parents struggle to keep their marriage afloat and their son protected amidst financial woe career goals and clashes of ego."
Naam Shabana,2017,141 min,"Action & Adventure, International ","A fiery young woman accepts help from a spy agency to avenge her lover's murder. In return, she must prove herself as one of their top recruits."
Qarib Qarib Singlle,2017,120 min,"Comedie International Romantic ","After reluctantly joining a dating app, a 35-year-old widow accompanies an easygoing poet on a trip to visit three of his exes."
Spyder,2017,140 min,"Action & Adventure, International ","When an Intelligence Bureau officer’s phone-tapping day job leads him to a serial killer, he must track down and thwart the murderer’s next steps."
Bareilly Ki Barfi Tiwari,2017,110 min,"Comedie Drama International ","When she falls in love with the author of a novel she adore bohemian Bitti enlists the help of a local printer to find her new object of affection."
Mersal,2017,162 min,"Action & Adventure, Drama International ","A detective arrests a doctor for crimes targeting medical professionals but later finds the real culprit in a tale of revenge, corruption and magic."
Mom,2017,139 min,"Drama International Thrillers","After her stepdaughter is sexually assaulted at a party, a furious mother sets out to destroy the lives of the four perpetrators who walked away free."
Toilet: Ek Prem Katha Singh,2017,145 min,"Comedie Drama International ","On her first day of marriage, a woman leaves her husband upon learning his home lacks a toilet, sparking a quixotic quest to acquire modern sanitation."
Bhavesh Joshi Superhero,2018,150 min,"Drama International Sci-Fi & Fantasy","When his best friend is killed for uncovering political corruption, an idealistic young man decides to become a masked fighter for justice."
Baaghi,2016,127 min,"Action & Adventure, International ",A martial artist faces his biggest test when he has to travel to Bangkok to rescue the woman he loves from the clutches of his romantic rival.
Fitoor,2016,124 min,"Drama International Romantic ",A young artist falls for an aristocratic young woman whose bitter mother has trained her in the art of breaking hearts.
Fiza,2000,163 min,"Drama International Music & Musicals","Fiza's brother disappears during Mumbai's horrifying 1993 riots. Each day, Fiza and her widowed mother hope that he will return."
Guzaarish Bhansali,2010,121 min,"Drama International ","After an onstage disaster leaves an illusionist paralyzed, he channels his magic into a hit radio show. Years later, he fights for the right to die."
Highway,2014,127 min,"Action & Adventure, Drama International ","City girl Veera is kidnapped on the eve of her wedding, but as her captors take her through the countryside, Veera finds herself feeling emancipated."
I Hate Luv StoryPunit Malhotra,2010,128 min,"Comedie International Music & Musicals" spoof recounts the ups and downs of an assistant film director who loathes romance and a designer who adores all things sentimental.
Main aurr Mrs. Khanna,2009,109 min,"International Music & Musical Romantic ","A financially troubled Indian man heads to Singapore to find employment, while his pretty wife stays behind in a move that could cause trouble."
Mohenjo Daro,2016,168 min,"Action & Adventure, Drama International ","A courageous villager moves to the ancient city of Mohenjo Daro, where he falls for the daughter of a priest and does battle with a tyrant."
Raajneeti,2010,162 min,"Drama International Thrillers","When the American-educated scion of a powerful Indian family returns to the subcontinent, his first taste of power starts him down a corrupt path."
Rang De Basanti Mehra,2006,159 min,"Drama International ",An idealistic English filmmaker casts a group of student actors in her docudrama about India's revolution against British rule in the 1920s.
Rowdy Rathore,2012,137 min,"Action & Adventure, Comedie International ","A con man uncovers a deadly secret and must save his lady love, the little girl who insists she's his daughter and the small-town locals from the mob."
Tamasha,2015,133 min,"Drama International Romantic ","Meeting while on vacation, Ved and Tara sense a connection but vow to keep their real identities a secret. Years later, their paths cross again."
Tere Naal Love Ho Gaya,2012,127 min,"Comedie International Romantic ","Mini isn't eager to wed the rich suitor who's been chosen for her, so she stages her own kidnapping and runs off with a man who works for her father."
Thank You,2011,131 min,"Comedie International Romantic ",Three cheating husbands end up paying the price for their infidelities when their spouses hire a private detective – who falls for one of the wives.
Kath & Kimderella,2012,86 min,Comedie"Chipper baby boomer Kath, diva daughter Kim and hapless pal Sharon visit Papilloma, Italy, where a royal romance and knockoff fashions await."
The Bleeding Edge,2018,101 min,DocumentarieThis eye-opening look at the fast-growing medical device industry reveals how the rush to innovate can lead to devastating consequences for patients.
Duck Duck Goose"China,2018,92 min,"Children & Family Comedies","As his flock's annual migration near a carefree goose is grounded with an injury and takes a pair of lost ducklings under his wing."
Nothing to Lose,2018,133 min,"Drama Faith & Spirituality, International ",This biographical drama traces the rise to fame of controversial Brazilian evangelical leader and business titan Edir Macedo.
Luciano Mellera: Infantiloide,2018,66 min,Stand-Up Comedy,Argentina's Luciano Mellera emphasizes the humorous and fantastical aspects of childhood through comedic impersonations and insights on daily life.
King of Peking"China,2018,88 min,"Comedie Drama International ","Strapped for cash, a traveling projectionist begins to run a DVD pirating busines putting him at odds with his young, skeptical son."
Chalte Chalte,2003,166 min,"Drama International Romantic ","Priya and Raj are polar opposites. Raj is brash and earthy, while Pirya is sophisticated and something of a perfectionist in all she does. They really are like oil and water, but nonetheles they dare to fall in love."
My Birthday Song,2018,92 min,"Drama International Thrillers","After a wild night of impulse and infidelity, advertising executive Rajiv Kaul must navigate the blurred lines between life, death, fact and fiction."
Namastey London Shah,2007,130 min,"Comedie Drama International ","To her Indian parents' dismay, London-born Jasmeet ""Jazz"" Malhotra longs for everything Western, including her British boyfriend. On a family trip to India, her father arranges Jazz's nuptials to Arjun Ballu Singh, who's smitten with his new bride."
Soul RobberJuan Antonio de la Riva,2015,88 min,"Horror International ","During Mexico's War of Independence, a group of men face unimaginable horrors when they attempt to steal from the seemingly helpless Cordero sisters."
Tum Milo Toh Sahi,2010,128 min,"Comedie Drama International ",An astute but old-fashioned law clerk steps up to help the owner of a cafe in a legal battle that has both business and personal ramifications.
Sunday's IllnesRamón Salazar,2017,113 min,"Drama Independent International ","Decades after being abandoned as a young child, Chiara finds her mother and asks her to spend 10 days together in a remote location."
Lupin the 3rd: The Castle of Cagliostro: Special Edition,1979,100 min,"Action & Adventure, Anime Feature Classic ","Lupin, his sidekick, Jigen, and the samurai warrior Goemon set out to take over an evil counterfeit operation at Count Cagliostro's fortress."
My Fuhrer,2007,91 min,"Comedie International ",Germany's most celebrated actor is commissioned by Nazi propagandist Joseph Goebbels to prepare the leader of the Third Reich to deliver a speech.
CIA: Comrade in America,2017,130 min,"Action & Adventure, Drama Independent ","A young man in Kerala has two weeks to stop the woman he loves from a fixed marriage in the U.S., but he doesn't have the papers to get there."
My Perfect Romance. Dyck,2018,92 min,"Comedie International Romantic ","Just in time for Valentine's Day, a program developer pitches a revolutionary dating algorithm to her new CEO, who volunteers them as guinea pigs."
SometimePriyadarshan,2016,101 min,"Drama International ","Seven strangers anxiously waiting for their HIV test results decide to bribe the clinic receptionist to get them early, learning one is positive."
Running Shaadi,2017,115 min,"Comedie International Romantic ","A Bihari migrant runs a successful service to help couples elope, until the daughter of his former boss stirs the pot."
Day of the Dead: Bloodline,2018,91 min,"Horror Independent ","A former medical student battles for survival against an evil human-zombie hybrid determined to destroy her, in this reimagining of the 1985 classic."
Main Hoon Na,2004,171 min,"Action & Adventure, Comedie Dramas",Major Ram Prasad Sharma yearns to see project Mission Milaap come to fruition and usher in an era of peace between two warring countries. But the evil Raghavan will do anything to stop the peace process.
Metro,2016,116 min,"Drama International Thrillers","Disgusted by the gold-chain snatchers in his home city of Chennai, a man vows to combat the criminal menace by taking the law into his own hands."
Om Shanti Om,2007,169 min,"Comedie Drama International ","Reincarnated 30 years after being killed in a suspicious on-set fire, a small-time actor is determined to punish the person who ignited the blaze."
Phir Bhi Dil Hai Hindustani,2000,159 min,"Comedie Drama International ","In this Bollywood entertainment, two journalist Ajay and Ria, work for rival TV stations and compete heavily to mask their feelings for each other."
Revolt,2017,87 min,"Action & Adventure, Sci-Fi & Fantasy","Following a devastating alien invasion, an American soldier and a French foreign aid worker attempt to find refuge in the Kenyan countryside."
Trailer Park Boys: Countdown to Liquor Day,2009,102 min,"Comedie Cult ","After their latest jail stint, boozy pals Julian, Bubbles and Ricky plan to go legit but learn trailer park manager Jim aims to demolish their homes."
Trailer Park Boys: The Mike Clattenburg,2006,95 min,"Comedie Cult ","In this feature-length adventure, Ricky, Julian and Bubbles – just out of jail – plan the lamest scheme yet: to get rich by stealing tons of change."
Secret Superstar,2017,150 min,"Drama International Music & Musicals",A talented teenage singer-songwriter living amid domestic abuse becomes a YouTube sensation after a video in which she hides her identity goes viral.
In This Corner of the World,2016,129 min,"Anime Feature Children & Family International ","Suzu marries into a family living outside of Hiroshima and quickly settles into her new life, until World War II challenges her ability to survive."
Dil Se,1998,166 min,"Drama International Romantic ",A radio broadcaster's intense attraction to a mysterious woman opens the door to a tidal wave of powerful emotions and desires.
Tu Hai Mera Sunday,2016,125 min,"Comedie Independent International ","When their Sunday soccer game on the beach is canceled, five friends set out to find another place to play in the noisy, crowded city of Mumbai."
Yuva,2004,160 min,"Drama International ","An accident on a bridge ties together three young men from different social classe sparking a course of events that will forever alter their lives."
Love Per Square Foot,2018,133 min,"Comedie International Romantic ","Individually, bank employees Sanjay and Karina don't earn enough to be able to buy a home, so they decide to enter into a marriage of convenience."
Pyar Ke Do Pal,1986,153 min,"Drama International Music & Musicals","Twins separated by a court order meet at camp and decide to reunite their parent unaware of the dark secret that drove them apart years before."
Goon: Last of the EnforcerJay Baruchel,2016,102 min,"Comedie International Sports ","Injury and family push hockey player Doug Glatt into retirement, but his plans change when his beloved former team appoints his nemesis as captain."
The Climb,2017,105 min,"Action & Adventure, Comedie Dramas",A young Senegalese-French man from humble roots sets out to climb Mount Everest to impress the woman he loves – and slowly becomes a media sensation.
Bibi & Tina: Tohuwabohu Total,2017,106 min,"Children & Family Music & Musicals",Teen witch Bibi and her pal Tina return to the screen to reconcile a runaway girl with her narrow-minded family and save Falkenstein Castle from chaos.
Jaal,1986,162 min,"Action & Adventure, International ","When a mysterious woman hires Shankar to spy on a family, he must determine how his own father's abandonment figures into the situation."
The Secret,2006,91 min,"Documentarie Faith & Spirituality","An assembly of writer philosophers and scientists share The Secret, which reputedly brought success to Plato, da Vinci, Einstein and other greats."
Poster BoyShreyas Talpade,2017,128 min,"Comedie International ","Three men are stunned to find their faces on a poster promoting vasectomie and must prove to their upset loved ones that they're innocent victims."
Mubarakan,2017,153 min,"Comedie Drama International ","Chaos ensues after two orphaned twin brothers raised apart team up with their eccentric, unmarried uncle to find a solution to their romantic woes."
Pup Star: Better 2Gether,2017,93 min,"Children & Family Comedies",Returning Pup Star champ Tiny has her Yorkie paws full after an evil rival replaces her with street dog Scrappy during the national competition.
Baadshaho,2017,135 min,"Action & Adventure, International ","In 1975, during the government-declared Emergency, thief Bhawani and his crew plan a daring robbery to reclaim his royal lover's seized treasures."
Lucknow Central,2017,144 min,"Drama International Music & Musicals","After being arrested for a crime he didn't commit, an aspiring musician teams up with some of his inmates at Lucknow Central to form a band."
Swearnet: The Warren P. Sonoda,2014,112 min,"Comedie International ","After losing a TV network deal, the Trailer Park Boys launch their own Internet serie but they soon confront personal and creative differences."
Aakhri Adaalat,1988,148 min,"Action & Adventure, International ",An intrepid police inspector forced into a desk job must take matters into his own hands when ruthless criminals are released on a technicality.
Ek Jaan Hain Hum,1983,151 min,"Drama International Music & Musicals","While trying to win over his beloved’s parent a young man is accused of arson, and his father soon realizes insanity may be his only defense."
Khoon Khoon,1973,132 min,"Action & Adventure, International ","As a crazed killer blazes a trail of blood through an anxious city, a hardened cop aims to take him down by any means in this remake of “Dirty Harry.”"
Manoranjan,1974,162 min,"Comedie International Music & Musicals","After getting fired, a police officer connects with a prostitute he met on the job in a red-light district and sets out to keep her off the streets."
Mujrim,1989,163 min,"Action & Adventure, Drama International ","Jailed as a teenager, Shankar has been unable to stay on the right side of the law ever since, despite his wife's pleas and his mother's rejection."
The Last Shaman,2016,83 min,"Documentarie International ","In a last-ditch effort to prevent suicide, a clinically depressed young man travels to the Amazon to engage in an ancient hallucinatory ritual."
Berlin Syndrome,2017,116 min,"International Thrillers",What starts as a passionate one-night stand quickly turns sinister when Clare learns she's locked inside Andi's apartment with no way out.
I Called Him Morgan,2016,91 min,"Documentarie Music & Musicals","Decades after serving a prison sentence for killing jazz musician Lee Morgan, his common-law wife, Helen, reflects on their lives and his legacy."
A 2nd Chance,2011,95 min,"Children & Family Drama Sports ","A gymnast lacks the confidence she needs to reach the top. But with the help of her new coach, she has the chance to win a spot on the national team."
Lal Patthar,1971,153 min,"Classic Drama International ","A vain, self-righteous nobleman falls in love with a village girl and tries to transform her into his version of the ideal woman."
The Invisible Guest,2016,106 min,"International Thrillers","After waking next to his now-dead lover in a hotel room, a young businessman hires a prominent lawyer to figure out how he ended up a murder suspect."
Yaar Gaddar,1994,148 min,"Drama International ","When his brother becomes involved in a deadly bank robbery, a heartbroken cop vows to track down and retrieve his wayward sibling – dead or alive."
Nobody Speak: Trials of the Free PresBrian Knappenberger,2017,96 min,Documentarie"Hulk Hogan's court case against Gawker Media sheds light on wealthy, powerful figures who challenge freedom of the press in order to silence critics."
The Wishing Tree,2017,117 min,"Children & Family Drama Music & Musicals",Five children living on the edge of a forest band together to save a magical wishing tree from destruction and find their own paths to happiness.
1898: Our Last Men in the PhilippineSalvador Calvo,2016,130 min,"Drama International ","While Spain relinquishes its last colonie a battle-fatigued outpost engages in a long, brutal and sometimes bizarre clash with Filipino insurgents."
Aashik Awara,1993,154 min,"Drama International Music & Musicals","Raised by a kindly thief, orphaned Jimmy goes on the run from goons and falls in love with Jyoti, whose father indirectly caused his parents' deaths."
Oh Darling Yeh Hai India,1995,154 min,"Action & Adventure, Comedie International ",A penniless actor new to Mumbai and a beautiful woman he meets one fateful night try to stop a gangster from replacing India's president with a twin.
Qila,1998,161 min,"Drama International ","When an abusive landowner is murdered, his twin brother sets out to find the killer but quickly discovers that everyone, it seem wanted him dead."
Rangoon,2017,153 min,"Action & Adventure, Drama International ","During World War II, daredevil star Miss Julia entertains soldiers at the Indo-Burma border, where she's caught up in a web of love and deceit."
RaeeRahul Dholakia,2017,143 min,"Action & Adventure, Drama International ","After street smart kid Raees rises to become Gujarat's bootlegging king in the 1980 he tries to balance his life of crime with helping his people."
Chamatkar,1992,164 min,"Comedie International Sci-Fi & Fantasy","A village schoolteacher and the ghost of a murdered man, who were both betrayed by those closest to them, join forces to help each other."
Kabhi Haan Kabhi Naa,1994,151 min,"Comedie Drama International ",A dreamer falls for a girl who is in love with someone else and tries to create a rift between her and the man she loves.
Ram Jaane,1995,142 min,"Drama International Music & Musicals","Two boyhood pals – one righteou the other a criminal – take very different paths to adulthood. Their love for the same woman may prove disastrous."
Chaahat,1996,148 min,"Drama International Romantic ",A vulnerable singer is forced to choose between the girl he loves and another who has developed an unhealthy obsession with him.
English Babu Desi Mem,1996,163 min,"Comedie Drama International ","After his brother die wealthy Vikram reluctantly returns to India and forms a surprise bond with his orphaned nephew and the showgirl raising him."
Casting JonBenet,2017,81 min,DocumentarieLocal actors from JonBenet Ramsey's hometown offer multiple perspectives on her 1996 murder as they vie to play roles in a dramatization of the case.
Dear Zindagi,2016,149 min,"Comedie Drama International ",A young cinematographer with a bright professional future and a lack of empathy learns the importance of balancing ambition with humanity.
Bibi & Tina: Girls Versus BoyDetlev Buck,2016,107 min,"Children & Family Music & Musicals","At summer camp, young Bibi and her friends are pitted against the boys in a treasure hunt. But what's a witch to do when she loses her powers?"
The Wedding Party,2016,101 min,"Comedie Drama International ","As their big day arrive a couple's lavish wedding plans turn into a nightmare of exe fighting parents and uninvited guests."
Killa,2014,107 min,"Drama International ",Growing up poses challenges for Chinu when he moves from city to country and encounters a youth culture far different from what he's used to.
Asoka,2001,168 min,"Action & Adventure, Drama International ",This elaborate Bollywood epic dramatizes one man's transformation from a vengeful and cunning warrior into a legendary leader and teacher of Buddhism.
One 2 Ka 4. Nair,2001,160 min,"Action & Adventure, Comedie Dramas","When his partner is killed, a young cop is forced to care for the man's four children, and solicits the help of a woman who moves in with them."
Happy New Year,2014,179 min,"Action & Adventure, Comedie Dramas",A revenge-seeking diamond thief gathers a ragtag crew to infiltrate a Dubai hotel hosting a dance contest. But first they have to learn how to dance.
Haraamkhor,2015,93 min,"Drama Independent International ","A selfish, manipulative schoolteacher takes advantage of a schoolgirl's vulnerability to gratify his dark, narcissistic desires."
Pink Chowdhury,2016,130 min,"Drama International ","A sexual assault victim, unjustly tried for the attempted murder of her attacker, is defended by a retired lawyer who challenges India's rape culture."
Spectral,2016,108 min,"Action & Adventure, Sci-Fi & Fantasy","When an otherworldly force wreaks havoc on a war-torn European city, an engineer teams up with an elite Special Ops unit to stop it."
1000 Rupee Note,2014,89 min,"Drama International ","After randomly receiving a handsome political bribe, a sweet, poor elderly woman decides to treat herself a shopping spree, which doesn't go smoothly."
The Violin Player,2016,72 min,"Drama Independent International ","An unemployed Bollywood session violinist in Mumbai finally lands a small gig, but it's what happens on his way home that proves truly transformative."
The Land of CardQaushiq Mukherjee,2012,113 min,"Drama Independent International ",A royal prince arrives on an island of fascist rule and inspires a rebellion among its women in this hallucinogenic adaptation of a classic play.
Pup Star,2016,92 min,"Children & Family Comedies","After a singing pup with big dreams of stardom gets dognapped and escapes with a friend's help, her journey home is a fun, music-filled adventure."
I Am the Pretty Thing That Lives in the House"Canada,2016,89 min,"Horror International Movie Thrillers",A nervous nurse who scares easily finds herself caring for an ailing horror novelist while living in a house with hidden secrets.
The African Doctor,2016,94 min,"Comedie Drama International ","Happily escaping a dictatorship, a Congolese doctor transplants his family to a small French village, where culture shock sets in for everyone."
Bleach the : Hell Verse,2010,94 min,"Action & Adventure, Anime Feature Sci-Fi & Fantasy","When a group of vicious Sinners plots to escape from this eternal prison in Hell, they discover that Substitute Soul Reaper Ichigo is the key to their freedom. The Sinners launch an attack and in the process kidnap Ichigo's younger sister."
Blind Date,2015,91 min,"Comedie International Music & Musicals","A passionate pianist and a soulful puzzle maker who treasures silence aren't the best neighbor but things get interesting when they start to date."
Gridlocked,2015,114 min,Action & Adventure,"An embittered cop is tasked with baby-sitting a spoiled actor, but the two must learn to fight together when they run afoul of a group of mercenaries."
He Never Died,2015,97 min,"Comedie Horror ",A reclusive immortal who needs human flesh but tries to stay clean finds himself cast back into society by a gang of thugs and his estranged daughter.
15-Aug,2019,124 min,"Comedie Drama Independent ","On India's Independence Day, a zany mishap in a Mumbai chawl disrupts a young love story while compelling the residents to unite in aid of a little boy."
​Maj Rati ​​Keteki,2017,117 min,"Drama International ","A successful writer returns to the town that launched his career, encountering people who spark nostalgic, often painfully illuminating flashbacks."
​Mayurakshi,2017,100 min,"Drama International ","When a middle-aged divorcee returns to Kolkata to visit his ailing father, long-buried memories resurface, bringing new discoveries with them."
#Roxy,2018,105 min,"Comedie Romantic ",A teenage hacker with a huge nose helps a cool kid woo a girl that he’s secretly in love with.
16 BlockRichard Donner,2006,102 min,Action & Adventure,"Tasked with escorting a prosecution witness to court, an aging cop gears up for the 16-block trek – but they'll be lucky to make it there alive."
2036 Origin Unknown,2018,95 min,Sci-Fi & Fantasy,"Working with an artificial intelligence to investigate the failure of a deadly Mars landing, a mission controller makes an astonishing discovery."
30 Days of Luxury,2016,91 min,"Comedie International ","With the help of his friend a man breaks out of prison in hopes of restoring a lively nightclub."
A Billion Colour Story,2016,104 min,"Drama Independent International ",The curious child of idealistic interfaith parents observes an increasingly intolerant world as his family faces financial strain.
A Bridge Too Far,1977,176 min,"Action & Adventure, Classic Dramas",This wartime drama details a pivotal day in 1944 when an Allied task force tried to win World War II by seizing control of key bridges in Holland.
A Family Man"Canada,2016,110 min,DramaA ruthless corporate headhunter battles his rival for a promotion while dealing with a family crisis that threatens to derail his career.
A Flying Jatt'Souza,2016,142 min,"Action & Adventure, International Sci-Fi & Fantasy",A timid man gets unexpected superpowers while trying to save his family's land and a sacred tree from a ruthless tycoon.
A new Capitalism,2017,76 min,"Documentarie International ","Entrepreneurs worldwide explore alternatives to current capitalist structure advocating for profitable businesses that also tackle social inequality."
A Russell Peters ChristmaHenry Sarwer-Foner,2011,44 min,Stand-Up Comedy,"Inspired by the variety shows of the 1970 ""A Russell Peters Christmas"" is a sweet, silly, sentimental and, most of all, funny Christmas special."
Aarakshan,2011,164 min,"Drama International ",The decision by India's supreme court to establish caste-based reservations for jobs in education causes conflict between a teacher and his mentor.
Aashayein,2010,115 min,"Drama International ","When he learns he has terminal cancer, a cynical gambler and chronic smoker ditches his fiancée, snubs doctors and checks into a nursing home to die."
Aata Pita,2010,133 min,"Comedie Drama International ",A municipal clerk with literary ambitions stalks a loan recovery officer on whom he has decided to base his story's central character.
Across the Universe,2007,133 min,"Drama Music & Musical Romantic ","An American girl and a British lad fall in love amid the social and political upheaval of the 1960 in this musical featuring songs by the Beatles."
Acts of Violence,2018,87 min,Action & Adventure,"When his future sister-in-law is kidnapped by human trafficker a military veteran joins forces with his brothers and a world-weary cop to rescue her."
Addicted to Life,2014,91 min,"Action & Adventure, Documentarie International ","Chasing extreme challenge athletic daredevils test their limits in various environments from giant waves to snowy slopes around the world."
Adrishya,2017,99 min,"Horror Independent Movie International ",A family’s harmonious existence is interrupted when the young son begins showing symptoms of anxiety that seem linked to disturbing events at home.
Ahista Ahista,2006,122 min,"Drama International Romantic ","Stood up by her groom at the altar, a young woman finds help and healing from another man – until her ex-fiancé return hoping to win her back."
Aisa Yeh Jahaan,2015,127 min,"Drama Independent International ","During a vacation with her parent away from her concrete urban existence, a young girl learns to appreciate the joys of connecting with nature."
Alive and Kicking,2016,89 min,DocumentarieTake an inside look at swing dancing's continued prosperity and the lively and joyous personalities that make the art form so unique.
All the Devil's Men,2018,100 min,Action & Adventure,A battle-scarred Special Ops military vet joins a CIA-funded assignment to take down a Russian terrorist and his trigger-happy comrades.
Amar Akbar Anthony,1977,172 min,"Action & Adventure, Classic Comedies","Abandoned in a park by their father, Amar, Akbar and Anthony grow up independently and have no knowledge of one another. They're reunited as adults when, by coincidence, they all give blood at the same hospital."
Amar's HandKhaled Youssef,2011,125 min,"Drama International ","To fulfill her husband’s dream to build a home, a widow sends her five children to earn money in Cairo, where their poverty tests them at every turn."
American Psycho,2000,102 min,"Comedie Cult Dramas","With chiseled good looks that belie his insanity, a businessman takes pathological pride in yuppie pursuits and indulges in sudden homicidal urges."
Amy,2015,128 min,"Documentarie International Music & Musicals",Rare home videos and interviews with Amy Winehouse's inner circle offer an intimate look at her journey from charismatic teen to troubled star.
An Hour and a Half,2012,87 min,"Drama International ","Based on the 2002 El Ayyat train accident, this drama begins 90 minutes before the explosion, following the lives of riders in the third-class cars."
Ankur Arora Murder Case,2013,127 min,"Drama International Thrillers",A young medical intern sets out to fight for justice after the negligence of the surgeon he looked up to ends in tragedy.
Anwar,2007,134 min,"Drama Independent International ","Seeking refuge in a Hindu temple after the tragic death of the girl he loved, a Muslim youth is caught by the police, who mistake him for an enemy."
Apollo 18ópez-Gallego,2011,87 min,"Horror Sci-Fi & Fantasy, Thrillers","This sci-fi thriller suggests that Apollo 17, despite official statements to the contrary, wasn't NASA's last manned mission to the moon."
Are We Done Yet? Halafawy,2018,87 min,"Comedie Drama International ","When authorities arrest his young son, a taxi driver must convince the courts and rabid media that he's not the criminal they seek."
At First Light,2018,91 min,"Drama Sci-Fi & Fantasy","After mysterious lights imbue her with extraordinary power a teenager goes on the run from authorities with the friend who harbors a crush on her."
Azhar'Souza,2016,129 min,"Drama International Sports ","This biopic traces the tumultuous life and career of top cricket player Mohammad Azharuddin, who led India's national team in the 1990s."
B.A. PasAjay Bahl,2013,99 min,"Drama Independent International ","Orphaned and at loose end young Mukesh falls into the seductive orbit of married Sarika, who leads him ever deeper into a world of sex and betrayal."
BackcountryDonald,2014,92 min,"Horror Independent Movie Thrillers",A weekend hike for urbanites Alex and Jenn takes a dangerous turn when they become lost deep in the remote territory of a menacing bear.
Bana Masal Anlatma,2015,103 min,"Comedie International Romantic ","Minibus driver Riza is a steady presence in his close-knit neighborhood, until he brings home a dreamy beauty and throws everything into chaos."
Bangkok Traffic (Love) Story,2009,126 min,"Comedie International Romantic ","After an encounter with an engineer working the night shift for the city train, a 30-year-old woman struggles against all odds to pursue true love."
Barah Aana,2009,95 min,"Drama International ","After futile attempts to better their lives with honest work, three broke friends opt for a more dubious means of making money: kidnapping for ransom."
Barrio Universitario,2013,91 min,"Comedie International ",Four friends from a humble technical school compete against the elite students of a prestigious university in a robot-building contest.
Basic Instinct,1992,128 min,"Classic Thrillers",A detective investigating a rock star's brutal murder becomes drawn to the prime suspect — a mysterious novelist whose recent book mirrors the crime.
Bazaar,1982,121 min,"Drama Independent International ","A young man challenges traditional customs by standing up to the father of the woman he love who has promised her to a wealthy expatriate."
Because We're Heading Out Halafawy,2016,99 min,"Comedie International ",Trouble and high jinks ensue when a man and woman stumble on a bag full of money while out on the town.
Best NeighborTamer Bassiouni,2014,98 min,"Comedie International ","A just-married couple moves into their new home, finding themselves at war with the kids next door, who seem determined to make their lives miserable."
Bewildered Bolbol,2010,112 min,"Comedie International Romantic ",A man suffering from amnesia can't seem to choose between the women playing tricks on him.
Bhouri Bhati,2017,123 min,"Drama Independent International ",A 23-year-old girl who's married to a man more than twice her age is forced to contend with the predatory nature of a male-dominated society.
Big Fat Liar,2002,88 min,"Children & Family Comedies",Junior high students Jason and Kaylee take action when a greedy Hollywood producer turns Jason's essay into a hit film without giving him credit.
Bitcoin Heist,2016,116 min,"Action & Adventure, Comedie International ","A unconventional, efficient Interpol special agent goes rogue and assembles a team of thieves to catch a shadowy hacker called ""The Ghost."""
Bittoo BosSupavitra Babul,2012,117 min,"Comedie Drama International ","When a small-town wedding videographer falls in love, he decides he needs to make more money and turns to shooting sexy videos – with mixed results."
Black Hawk Down,2001,144 min,"Action & Adventure, Dramas","When U.S. forces attempt to capture two underlings of a Somali warlord, their helicopters are shot down and the Americans suffer heavy casualties."
Blue Ruin,2013,90 min,"Independent Thrillers","Bad news from the past unhinges vagabond Dwight Evan sending him on a mission of bloody retribution that takes him to his childhood hometown."
Bobby,1973,168 min,"Classic Drama International ","Raj, the son of strict, wealthy parent falls in love with Bobby, the daughter of a poor Christian fisherman – a romance his parents oppose."
